order_id,customer_id,order_date,channel,category,price,discount,is_returned,days_to_return,return_date
222,82,2024-06-12,Online,Dresses,125.19,10,0,,
223,83,2024-01-25,Online,Shoes,22.95,0,0,,
224,83,2024-01-25,Online,Dresses,114.41,20,1,13,2024-02-07
225,83,2024-04-05,Online,Accessories,106.17,0,0,,
226,83,2024-11-11,Store,Tops,51.05,10,1,15,2024-11-26
227,83,2024-02-29,Online,Accessories,21.66,10,1,17,2024-03-17
228,84,2024-12-10,Online,Accessories,153.31,10,0,,
229,84,2024-03-23,Online,Dresses,33.06,0,0,,
230,85,2024-09-19,Online,Tops,127.43,10,1,23,2024-10-12
231,85,2024-02-09,Store,Accessories,51.95,0,0,,
232,85,2024-05-03,Store,Shoes,34.83,10,0,,
233,86,2024-01-07,Online,Shoes,167.23,10,1,3,2024-01-10
234,86,2024-03-26,Store,Accessories,89.07,0,0,,
235,86,2024-09-02,Store,Dresses,154.46,0,0,,
236,86,2024-03-05,Online,Shoes,55.83,20,0,,
237,86,2024-12-03,Online,Tops,102.69,0,0,,
238,87,2024-07-09,Online,Tops,28.64,0,0,,
239,87,2024-07-14,Store,Tops,150.1,0,0,,
240,87,2024-08-20,Online,Dresses,97.29,10,1,23,2024-09-12
241,87,2024-04-22,Store,Dresses,135.15,20,1,12,2024-05-04
242,88,2024-02-29,Online,Dresses,169.77,0,0,,
243,88,2024-08-19,Online,Accessories,104.14,0,1,6,2024-08-25
244,89,2024-03-19,Store,Accessories,108.5,0,1,15,2024-04-03
245,90,2024-03-27,Online,Dresses,17.22,10,1,2,2024-03-29
246,90,2024-04-18,Store,Accessories,12.3,20,0,,
247,90,2024-10-03,Online,Accessories,66.34,0,0,,
248,90,2024-07-29,Online,Tops,77.42,0,0,,
249,91,2024-12-15,Store,Tops,60.36,0,0,,
250,91,2024-08-07,Store,Tops,156.15,10,0,,
251,91,2024-02-18,Online,Tops,157.18,10,0,,
252,91,2024-04-28,Online,Shoes,71.22,0,1,11,2024-05-09
253,91,2024-12-12,Store,Shoes,102.34,20,0,,
254,92,2024-08-13,Online,Accessories,31.05,0,1,2,2024-08-15
255,92,2024-06-01,Online,Shoes,93.49,10,1,5,2024-06-06
256,92,2024-10-04,Online,Tops,33.09,0,1,11,2024-10-15
257,92,2024-06-22,Online,Dresses,64.32,10,1,8,2024-06-30
258,93,2024-09-24,Store,Shoes,130.85,0,0,,
259,94,2024-08-11,Online,Shoes,153.11,0,0,,
260,94,2024-12-13,Online,Shoes,30.51,10,0,,
261,94,2024-10-09,Store,Accessories,106.11,10,0,,
262,94,2024-10-04,Online,Dresses,151.25,10,0,,
263,95,2024-01-23,Online,Accessories,119.66,10,0,,
264,95,2024-08-16,Online,Shoes,116.03,10,1,16,2024-09-01
265,95,2024-12-29,Store,Dresses,62.8,0,0,,
266,96,2024-12-19,Online,Shoes,151.05,10,1,13,2025-01-01
267,96,2024-08-06,Online,Dresses,81.3,0,0,,
268,97,2024-03-26,Store,Shoes,16.71,10,0,,
269,97,2024-01-14,Store,Dresses,79.91,0,1,23,2024-02-06
270,97,2024-08-30,Store,Shoes,176.56,20,0,,
271,97,2024-05-11,Online,Tops,147.19,10,0,,
272,98,2024-06-02,Online,Dresses,10.36,0,1,18,2024-06-20
273,98,2024-07-20,Online,Tops,44.45,0,0,,
274,98,2024-09-29,Online,Tops,106.92,10,1,10,2024-10-09
275,99,2024-12-01,Online,Tops,116.53,10,0,,
276,99,2024-06-10,Online,Accessories,61.27,10,1,13,2024-06-23
277,99,2024-10-31,Online,Accessories,21.12,0,0,,
278,99,2024-01-30,Store,Dresses,159.84,0,1,14,2024-02-13
279,99,2024-06-21,Online,Accessories,149.75,0,0,,
280,100,2024-04-22,Online,Accessories,155.65,10,0,,
281,100,2024-04-27,Online,Dresses,131.14,0,1,3,2024-04-30
282,100,2024-02-16,Online,Shoes,198.31,10,0,,
283,100,2024-12-24,Online,Tops,48.56,0,0,,
284,101,2024-02-19,Online,Accessories,14.6,10,0,,
285,101,2024-07-16,Online,Dresses,158.69,0,0,,
286,102,2024-10-28,Online,Dresses,169.97,0,0,,
287,102,2024-02-18,Online,Tops,101.76,0,0,,
288,102,2024-09-16,Online,Accessories,104.33,0,1,2,2024-09-18
289,103,2024-04-09,Store,Shoes,52.79,0,0,,
290,104,2024-01-31,Store,Dresses,191.76,0,0,,
291,105,2024-04-15,Online,Tops,62.39,0,0,,
292,105,2024-09-26,Online,Tops,80.53,0,0,,
293,105,2024-08-04,Store,Tops,39.71,10,0,,
294,105,2024-04-16,Online,Shoes,116.78,0,0,,
295,106,2024-01-07,Online,Accessories,14.15,10,0,,
296,106,2024-05-27,Online,Tops,188.0,0,0,,
297,107,2024-05-21,Store,Shoes,196.11,0,0,,
298,107,2024-03-27,Online,Tops,74.27,0,0,,
299,107,2024-12-06,Online,Dresses,44.77,0,0,,
300,107,2024-04-26,Online,Shoes,26.88,10,0,,
301,108,2024-03-21,Store,Dresses,173.43,10,0,,
302,109,2024-03-26,Online,Shoes,25.53,0,1,26,2024-04-21
303,110,2024-11-25,Online,Shoes,136.2,0,1,11,2024-12-06
304,111,2024-04-07,Store,Accessories,133.68,0,0,,
305,111,2024-12-09,Store,Shoes,163.22,0,0,,
306,112,2024-11-14,Online,Tops,59.14,0,1,15,2024-11-29
307,112,2024-03-08,Store,Shoes,13.41,0,1,4,2024-03-12
308,112,2024-03-19,Store,Tops,58.54,20,0,,
309,113,2024-10-10,Store,Accessories,114.98,0,0,,
310,113,2024-02-13,Online,Tops,161.69,0,0,,
311,114,2024-06-26,Online,Dresses,193.25,0,0,,
312,115,2024-01-08,Online,Tops,153.92,0,0,,
313,115,2024-03-12,Store,Accessories,47.21,10,0,,
314,116,2024-02-11,Online,Shoes,160.72,0,1,3,2024-02-14
315,116,2024-12-30,Store,Shoes,42.08,0,0,,
316,117,2024-05-08,Online,Tops,179.86,10,1,7,2024-05-15
317,117,2024-04-16,Online,Shoes,126.91,0,0,,
318,117,2024-02-01,Online,Accessories,105.99,20,0,,
319,117,2024-03-03,Online,Dresses,136.9,10,0,,
320,118,2024-04-11,Store,Accessories,40.82,0,0,,
321,118,2024-01-25,Online,Tops,146.68,10,1,24,2024-02-18
322,118,2024-05-12,Store,Tops,173.05,10,0,,
323,118,2024-05-13,Store,Tops,197.73,20,1,16,2024-05-29
324,119,2024-12-29,Online,Tops,103.9,10,1,8,2025-01-06
325,119,2024-10-12,Online,Dresses,31.46,0,0,,
326,119,2024-06-11,Online,Dresses,150.54,0,1,20,2024-07-01
327,119,2024-03-15,Online,Tops,119.68,10,0,,
328,120,2024-05-18,Store,Accessories,130.49,0,0,,
329,120,2024-09-28,Online,Accessories,140.4,0,1,10,2024-10-08
330,120,2024-07-19,Online,Dresses,169.04,0,1,2,2024-07-21
331,120,2024-07-09,Online,Shoes,107.4,0,0,,
332,121,2024-08-14,Store,Dresses,134.1,20,0,,
333,121,2024-02-08,Store,Tops,136.35,0,0,,
334,121,2024-08-12,Store,Accessories,116.48,0,0,,
335,121,2024-02-15,Online,Tops,82.51,0,0,,
336,121,2024-05-26,Store,Shoes,101.02,0,0,,
337,122,2024-04-11,Online,Tops,144.46,20,1,13,2024-04-24
338,122,2024-10-01,Store,Tops,196.54,10,0,,
339,123,2024-09-07,Online,Dresses,63.49,10,0,,
340,124,2024-11-12,Online,Dresses,55.96,0,0,,
341,124,2024-11-03,Online,Accessories,24.11,0,0,,
342,124,2024-11-29,Store,Tops,22.25,10,0,,
343,124,2024-01-02,Online,Shoes,74.68,20,1,24,2024-01-26
344,124,2024-09-11,Online,Dresses,169.25,0,0,,
345,125,2024-02-04,Online,Shoes,172.58,0,0,,
346,125,2024-11-20,Online,Dresses,123.81,0,0,,
347,125,2024-07-19,Store,Tops,175.02,0,1,20,2024-08-08
348,125,2024-03-05,Online,Accessories,91.78,0,0,,
349,126,2024-06-22,Store,Dresses,74.75,0,0,,
350,126,2024-08-19,Store,Shoes,122.42,10,0,,
351,126,2024-05-11,Online,Tops,29.8,0,1,27,2024-06-07
352,126,2024-03-07,Online,Shoes,61.6,0,0,,
353,127,2024-09-13,Online,Shoes,23.48,0,1,27,2024-10-10
354,128,2024-03-01,Online,Shoes,182.4,0,0,,
355,129,2024-04-02,Online,Accessories,47.26,10,0,,
356,129,2024-08-24,Online,Dresses,108.15,0,1,8,2024-09-01
357,130,2024-07-08,Store,Tops,30.52,0,0,,
358,131,2024-09-01,Online,Shoes,85.39,0,0,,
359,131,2024-08-20,Online,Dresses,64.07,10,0,,
360,131,2024-10-03,Online,Accessories,119.21,0,0,,
361,131,2024-07-10,Store,Accessories,95.61,20,0,,
362,131,2024-02-14,Online,Tops,148.67,10,0,,
363,132,2024-04-18,Online,Tops,66.38,10,1,18,2024-05-06
364,132,2024-09-06,Store,Dresses,130.92,0,0,,
365,132,2024-08-02,Online,Tops,140.45,0,0,,
366,132,2024-06-09,Online,Shoes,27.53,0,1,5,2024-06-14
367,132,2024-03-24,Store,Tops,25.23,0,0,,
368,133,2024-10-11,Online,Shoes,178.73,0,1,5,2024-10-16
369,133,2024-07-28,Online,Dresses,126.39,10,0,,
370,134,2024-06-03,Store,Dresses,22.62,0,0,,
371,134,2024-10-22,Store,Dresses,90.19,0,0,,
372,134,2024-11-16,Online,Accessories,18.31,0,0,,
373,134,2024-02-18,Online,Dresses,148.54,10,0,,
374,135,2024-10-03,Online,Shoes,86.74,0,0,,
375,135,2024-03-13,Online,Shoes,122.15,0,1,18,2024-03-31
376,135,2024-10-14,Store,Tops,120.06,10,0,,
377,135,2024-01-23,Online,Tops,12.34,0,0,,
378,136,2024-06-15,Online,Tops,91.8,0,0,,
379,136,2024-02-25,Store,Accessories,39.35,0,0,,
380,136,2024-05-05,Online,Dresses,138.65,10,1,12,2024-05-17
381,136,2024-06-24,Online,Tops,116.34,0,1,10,2024-07-04
382,137,2024-12-30,Store,Shoes,15.23,0,0,,
383,138,2024-02-14,Online,Accessories,49.68,20,0,,
384,138,2024-08-21,Online,Shoes,153.68,0,0,,
385,138,2024-01-30,Online,Shoes,32.07,20,0,,
386,139,2024-02-04,Store,Tops,199.02,0,0,,
387,139,2024-10-11,Online,Accessories,38.8,0,1,11,2024-10-22
388,139,2024-08-11,Online,Tops,196.22,0,0,,
389,139,2024-06-10,Online,Dresses,168.39,0,1,1,2024-06-11
390,139,2024-02-11,Store,Dresses,46.98,0,0,,
391,140,2024-01-21,Store,Accessories,113.52,0,0,,
392,140,2024-10-06,Store,Dresses,128.98,0,0,,
393,140,2024-09-29,Store,Shoes,128.45,0,0,,
394,140,2024-09-06,Online,Accessories,85.08,0,0,,
395,141,2024-04-10,Online,Accessories,35.15,0,0,,
396,142,2024-09-23,Online,Accessories,175.29,0,1,7,2024-09-30
397,142,2024-01-05,Store,Tops,98.69,0,0,,
398,143,2024-05-26,Online,Tops,101.85,10,0,,
399,144,2024-08-15,Online,Dresses,116.92,0,0,,
400,144,2024-07-21,Store,Accessories,119.68,10,0,,
401,145,2024-03-22,Online,Accessories,155.26,0,0,,
402,145,2024-12-30,Online,Accessories,30.76,10,1,12,2025-01-11
403,145,2024-12-02,Online,Dresses,179.69,0,1,7,2024-12-09
404,146,2024-11-20,Online,Shoes,51.94,10,1,19,2024-12-09
405,146,2024-04-23,Online,Dresses,15.8,10,0,,
406,146,2024-10-24,Online,Dresses,78.16,10,1,3,2024-10-27
407,147,2024-07-02,Online,Shoes,11.68,20,0,,
408,147,2024-09-20,Store,Tops,65.98,0,1,27,2024-10-17
409,147,2024-03-05,Online,Dresses,150.69,0,0,,
410,148,2024-07-06,Online,Accessories,178.04,10,1,11,2024-07-17
411,148,2024-07-09,Online,Dresses,147.4,0,0,,
412,148,2024-09-16,Online,Shoes,68.17,0,1,2,2024-09-18
413,148,2024-07-06,Online,Tops,23.74,20,1,8,2024-07-14
414,148,2024-05-02,Store,Shoes,24.6,0,0,,
415,149,2024-05-23,Online,Shoes,23.85,0,0,,
416,149,2024-04-20,Online,Shoes,63.39,10,1,23,2024-05-13
417,150,2024-04-27,Online,Dresses,170.02,0,1,6,2024-05-03
418,150,2024-06-06,Store,Dresses,50.78,0,0,,
419,150,2024-10-07,Online,Dresses,146.76,10,0,,
420,151,2024-01-10,Store,Shoes,23.64,10,0,,
421,151,2024-01-14,Online,Shoes,166.28,10,0,,
422,152,2024-07-23,Store,Tops,61.57,0,0,,
423,152,2024-10-16,Online,Shoes,147.13,0,0,,
424,152,2024-02-18,Online,Accessories,45.92,10,0,,
425,152,2024-09-30,Online,Shoes,180.19,0,0,,
426,153,2024-11-20,Store,Tops,70.09,0,1,12,2024-12-02
427,154,2024-04-16,Online,Accessories,174.64,0,0,,
428,155,2024-11-02,Online,Dresses,81.69,20,1,23,2024-11-25
429,155,2024-06-27,Online,Shoes,18.04,0,0,,
430,156,2024-08-04,Store,Shoes,36.43,0,0,,
431,156,2024-08-22,Online,Dresses,62.9,0,0,,
432,156,2024-10-07,Online,Dresses,100.33,10,0,,
433,156,2024-10-19,Online,Dresses,104.73,0,0,,
434,157,2024-12-20,Online,Shoes,130.54,10,0,,
435,158,2024-01-13,Online,Dresses,89.0,10,0,,
436,159,2024-11-24,Store,Shoes,177.23,0,1,1,2024-11-25
437,160,2024-12-08,Online,Shoes,85.0,20,1,19,2024-12-27
438,160,2024-10-18,Store,Tops,195.17,0,0,,
439,160,2024-01-28,Store,Shoes,120.04,0,0,,
440,160,2024-08-22,Online,Dresses,166.43,10,0,,
441,160,2024-02-22,Online,Dresses,140.73,0,0,,
442,161,2024-12-02,Online,Shoes,15.97,10,0,,
443,161,2024-04-11,Online,Shoes,60.67,10,0,,
444,162,2024-08-15,Online,Shoes,138.73,0,0,,
445,163,2024-09-28,Store,Tops,34.99,10,0,,
446,163,2024-06-29,Online,Accessories,163.36,0,0,,
447,163,2024-05-13,Online,Tops,65.73,10,1,18,2024-05-31
448,163,2024-01-07,Online,Shoes,118.42,0,0,,
449,164,2024-05-14,Store,Accessories,14.48,10,0,,
450,164,2024-08-12,Online,Tops,97.02,0,0,,
451,164,2024-05-11,Store,Dresses,53.36,0,0,,
452,164,2024-07-23,Store,Accessories,137.61,0,0,,
